446259,1357151
449358,962293
629143,629172
303094,607988
291140,325712
691337,1183578
301878,303572
64607,224161
776165,1294952
133140,479146
376947,436931
41897,529792
139241,1074312
215800,620403
320530,459521
135280,485589
310711,497472
352509,821847
149289,541778
102807,791529
55305,55416
295025,557397
247616,494903
175001,482011
323521,376350
272578,646631
245003,245094
264085,712412
7773,13846
21218,314967
183656,1122918
425827,833196
389618,492300
497707,813828
999002,1073971
60034,320468
626226,812204
438113,446143
218321,502693
76018,330103
23833,66560
103950,140902
214938,540356
393226,656028
184641,255587
950563,1533182
139538,483384
70671,720127
461497,1348335
1054099,1283085
453764,955201
32498,77974
1197810,1313073
485241,504601
627187,673552
63699,766685
60198,121419
593514,897633
385977,745983
174856,175760
19286,603735
19576,156327
103159,451567
95332,117323
334096,984810
254068,766870
223193,764723
349948,1269211
472719,753143
117612,160836
503430,733560
89071,213599
306578,659926
96380,546076
222727,655613
179850,276704
267523,1186914
565832,1034772
53813,227679
125753,361951
937155,1338366
419358,511498
621129,1246960
34885,556838
172572,974022
342845,825064
335015,426570
257845,261561
51495,732836
362226,660232
393598,540436
197619,798325
29335,215947
433220,888083
158784,194010
219339,242292
1336720,1603152
597897,667054
1074341,1218611
315343,775821
513598,1474600
104340,875846
946348,1414962
135407,237320
515141,697142
674154,674476
275257,486479
358790,543250
442307,489759
215878,694479
361400,471314
810304,1325710
477351,1006538
44569,444420
86080,159548
40295,266419
6856,139335
92911,331295
137665,774857
91722,756653
4596,49016
9942,104012
93798,338444
313611,698076
335951,335979
1255788,1396711
226160,448308
50015,72201
131172,835862
640387,640482
298300,385667
406449,773234
752955,786427
123766,646916
806108,1496372
30337,69075
719211,1050686
264630,942524
277249,370605
14602,70863
663861,893442
216260,327423
531613,578476
69395,135786
508350,706851
834250,963148
266712,1185840
114236,129097
996401,1374514
256039,433877
938731,1436892
79276,565315
306490,327234
506318,1210125
681296,1260762
855920,970152
356763,897418
173101,1049197
172348,184853
207894,787901
154408,299049
884906,900933
222327,731652
427028,613640
135128,382579
13003,183425
1049831,1172468
380831,466910
152875,525781
264626,461867
565333,1036223
208239,555861
255651,819206
1490353,1620235
163732,173616
322252,393695
727488,861642
135029,960420
82681,636906
345056,733739
98270,673617
520094,1298058
106635,228271
325768,663714
97358,113178
631630,952850
182313,261228
1010684,1021002
363265,442950
296528,387558
5319,98596
264923,382156
108213,1126355
178973,735172
1321,78992
435723,569463
88256,317210
386098,643258
39214,39216
707281,944680
181523,363760
52865,174036
31428,434835
449939,462979
183621,261763
685077,713565
681512,703250
19810,225122
253139,954367
238064,493347
193687,1020542
120497,921072
525233,1035628
440551,729794
388288,604789
348541,805580
51456,610012
60279,132091
648434,781320
298966,308154
344744,375095
103327,310694
861761,1153513
754796,881960
480700,929748
159067,898109
796902,828868
346507,349849
314726,341053
475633,792866
208872,287907
325413,1245264
1282673,1596268
130822,844133
232058,632917
239269,477802
173897,894811
378800,548803
135563,323080
45980,147914
75613,447979
396847,1031805
618223,788994
239710,430767
125431,635853
23522,360169
616575,1272072
322923,375513
378104,489653
587807,1001287
200706,254569
207124,713513
827575,1167915
77793,880450
573362,667062
648652,1107339
102607,146982
620848,1220165
444111,1263572
473121,644237
331527,548358
504315,504462
663728,666921
48899,620752
17868,27143
45622,199404
472924,1045695
715860,1087394
383446,401276
298683,588431
127904,482023
234419,504690
504972,1057089
23283,84103
47265,283605
87788,952335
227611,602916
220395,1128148
61034,566279
152885,526249
39801,512049
1906,24539
155112,245238
328330,452792
109905,511068
1413062,1563730
622547,1433420
313791,314545
146953,158162
337486,423200
15913,24806
227146,294499
109298,191478
917659,1470147
81501,190764
115848,752813
841534,909833
5935,158286
146265,681075
825312,1306837
614988,615088
280198,505065
730633,851217
129645,727012
875040,1207905
378597,653012
378503,865170
435017,669549
74413,205112
473029,701263
44884,45724
340574,635220
149161,309488
202779,446020
170280,554231
337631,457188
629893,821214
128059,941968
99643,152653
187019,382386
561634,795550
235700,485416
76673,173646
172938,323650
227336,540461
505190,729964
113041,143961
94272,113748
245104,401106
81327,538038
453188,700277
323962,348694
73108,146023
382032,537864
48308,386757
1089039,1236156
66304,83364
773760,1324028
869260,1580900
1163251,1621355
337132,545858
192442,469112
62548,890428
198954,633203
100922,361351
355269,1274031
271060,503198
219253,520519
458130,636180
14307,180086
22663,119708
5944,21460
60,8899
123163,660689
749554,1117355
669351,1459617
145792,283358
55017,131576
799347,1393084
869414,1304640
247286,885352
211978,864172
161032,407924
513480,516334
86729,465074
288994,817966
203389,665787
303660,727069
87343,227283
888757,1319004
1033385,1117042
118303,556003
17883,90866
74419,378267
136006,433134
63159,617550
93872,387240
412779,567747
93259,110559
326835,689897
103062,872130
358982,383665
264019,492772
498879,971918
185803,422616
488519,632840
34672,357967
15520,246003
84214,88426
76384,297114
64374,265290
493521,831329
560751,773825
167830,176044
138820,835583
1066327,1550655
599938,938716
205590,565574
213242,256296
417552,875408
154858,886671
598187,951206
111755,147560
169506,355620
526317,902082
498554,566606
17828,305491
114309,557446
324980,1024753
403261,671964
521348,669877
740611,805046
114819,228370
95865,673250
293009,666601
547766,998619
377138,408385
376836,539495
62039,217041
388933,389016
632473,1310844
587061,597754
299597,454904
547357,843739
503011,530249
65640,119562
734890,769342
13607,255432
79799,551803
26781,27201
665848,824807
336530,583736
73538,195359
136779,386989
181448,528781
414828,750155
9167,194012
644200,846522
64755,286033
220189,483002
242864,521256
78539,254450
1192799,1515916
585511,724352
78260,387527
41173,335857
134035,134122
769364,1042318
54073,630420
134670,239227
857418,920659
434886,773939
209845,468565
22557,52172
414678,557856
230073,396687
171690,283859
40145,485266
184957,699216
367909,685693
282350,635582
163558,638282
83764,158700
241001,249280
882694,1052485
207638,467574
63028,130143
331633,389238
516243,960929
111314,189108
179475,746425
173840,980100
2151,2230
172461,540200
409130,651708
193156,361247
545113,599862
10340,446163
312924,649804
301182,340907
13609,19366
256135,392473
191723,306887
707203,707946
297324,601705
162237,411644
432261,1088573
818608,822268
103306,569029
1161524,1436696
49955,435492
164300,630716
850743,1597865
265232,726211
344102,465162
180920,454710
12169,236526
9995,96293
355868,1274532
48932,100794
184070,415488
45341,510128
178217,724564
71791,344327
484333,979256
318943,998710
247797,549463
141080,439241
348416,475362
254553,533527
831340,902095
25851,55162
51356,392529
270991,292819
377589,392029
697408,808424
160297,248092
477753,1160614
738742,764465
376927,535734
6144,136408
537492,636748
208408,640699
153743,561474
87874,808229
204999,591354
318982,1238565
778662,1456514
186989,198045
118566,286278
17979,19983
455299,844171
52780,77574
85512,114097
132434,937560
37237,178105
266219,747894
452473,726238
64192,165214
246159,634668
215897,638454
59387,701456
43698,427444
619163,692572
609002,730714
301543,355279
187677,804104
101559,868534
187061,634066
223284,871224
62659,693096
662818,1446637
103968,472352
331172,490476
435320,1129004
558500,729565
548223,1001321
406398,553079
263081,626670
126671,301171
228797,945432
339043,354472
300754,619354
264707,594897
12652,19494
157309,730078
385540,847445
1195525,1411861
328218,376877
10427,209844
95360,155868
53878,74723
199665,581750
88605,271839
365647,591245
229368,311699
66836,706846
364525,527311
398915,812025
855352,1261880
255163,1173606
92602,212500
70438,460095
407783,813412
462279,474000
244781,277538
495199,767820
561626,663855
517893,1329427
76975,235247
432890,648731
350040,1178611
312415,802257
211211,518306
26970,391053
6060,6118
20070,324507
193064,467251
96456,316105
486417,858524
936417,1442578
95986,142558
424950,1026585
63790,265400
335580,1039162
229906,549204
66096,404424
127786,942232
243206,500437
295734,1100999
181350,370511
101221,242720
356500,500783
111128,507263
435242,694514
311272,521511
77069,773013
331240,458724
175163,477780
184089,675825
130582,948316
702973,874832
436763,765924
12739,246002
159048,801383
52389,1539063
134821,279108
86594,754785
7017,74568
1025137,1137156
405322,1230317
284042,495864
852324,1083884
134498,536579
852631,1371350
88227,93788
521530,748127
95501,533337
295564,616837
608357,747573
342611,1128841
224113,1133406
567586,1146906
227069,689940
165304,375810
339876,592450
19403,316738
662999,1449140
172483,1046200
176576,217639
146854,818413
401821,782901
198399,1038430
106412,251026
92705,260990
133187,249302
184740,327206
428693,679977
7124,37233
29742,178636
274892,576479
509119,730787
2520,81676
65178,652724
135916,557087
351320,641145
632905,663466
710196,865104
219438,272792
138592,196849
554006,854461
294102,689961
131226,251990
389499,896512
127418,372655
139638,992133
206126,219371
408107,416594
62284,690898
596552,607734
1119332,1569586
305654,378452
79532,96045
602650,640111
197481,403982
476235,632630
947606,1082822
808335,873030
51980,247208
44619,78767
204545,826104
64774,218405
504385,823574
699998,788276
461080,664017
1545046,1625234
6142,221807
455221,549056
16938,65056
213695,532609
710236,889114
59271,425179
155582,519201
357641,376462
4574,11621
78703,346945
19056,46102
239108,361872
539176,1202340
82932,628139
21683,24048
156614,1007563
586458,591908
178131,466157
221522,413950
1047597,1047604
22816,118416
970394,1067377
543371,1224527
89168,1457315
60892,312019
893898,1426432
558820,1284958
111209,157838
661909,1014258
373001,522672
249222,460099
213375,231377
562664,802897
248960,260897
328835,721775
141696,321636
175377,402629
592811,893233
310880,749427
418449,831654
334043,643205
350782,452862
33304,217508
284054,299210
386987,734810
240872,661574
182010,644281
599000,674306
249884,455601
256828,914671
170273,575281
418146,816590
50999,62294
169914,1307500
225198,804782
294563,1002256
83301,446460
422736,640728
253134,553408
157925,550041
155336,683135
51291,134927
34135,53243
640540,665563
401062,454518
366172,718185
118232,173041
81906,794835
81084,791978
333456,502100
501004,812333
60830,676101
689851,1001138
140855,823744
497216,1421746
932132,979796
668395,863620
481312,1042459
933274,1051795
11645,230145
115484,339952
153597,466695
515930,620834
805037,934129
643081,1055350
70623,81641
69112,69178
328120,368594
230481,596946
14763,164516
305414,932538
872351,958556
749078,1043125
210799,650889
794649,877763
386127,467967
633441,925380
932044,1419621
58512,81946
23947,365223
491082,675106
751600,798062
190109,491908
190127,570744
256763,465067
162399,749423
396598,514424
16837,31957
220803,443442
174134,721938
374342,739057
2238,27477
215472,595063
153942,406242
37457,245288
38143,721426
439961,1039123
525215,540052
617478,765887
248911,332750
21155,333201
327036,464530
597882,786733
1033972,1186660
92934,153435
67906,641766
380007,559897
168378,544808
422415,832282
599262,793240
37637,243024
992509,1204047
89279,143466
114791,679837
456579,602493
200787,455680
170876,584018
100025,272150
245121,471366
42435,70853
78110,777527
93145,176164
180559,409745
259339,946231
52887,142441
685417,770735
647697,676533
605452,605469
275220,1195614
747426,793456
47356,522505
116657,117304
359633,644146
255731,356923
37367,192178
614731,1430109
405751,627297
187668,461958
151134,216436
180954,348388
187483,608021
16017,26714
850020,852810
207272,345691
149486,273982
208009,678276
142117,786953
575112,670488
295777,798610
1578039,1627981
58829,581647
255657,567271
63599,90148
217225,459325
8413,188252
145611,147645
36961,411740
204736,853381
137322,725870
365755,674258
255748,256198
186914,741047
133713,194072
653526,679817
688349,927086
339553,420644
349983,406890
24161,343272
346339,663922
42908,57042
336743,348002
594139,789414
102813,138248
1055320,1281969
557802,985130
809470,983010
303076,1224626
767160,1094084
248904,432449
252763,951904
811337,1446581
511450,633506
113621,544288
117128,313298
