4257128,4626893
33937,811237
565741,606962
239699,239703
120804,774660
4377778,4377783
1470781,3006649
51962,1426556
674530,1955007
1395590,1893429
360262,3205601
190936,231749
12805,45678
371253,371263
101992,565217
1412877,2770557
178811,637219
563598,1022201
1799161,2324640
1106812,1106827
1339932,1639414
1350896,2059711
141262,895379
200441,805320
276429,860068
307173,307228
330705,330738
1697770,3549764
461259,883220
95149,175826
960347,1575969
98862,888544
91996,607803
1815044,2634169
343794,1379748
690303,1529368
148291,1325202
3241110,3241133
415979,913716
1029247,1050984
3374441,3454159
374363,1397170
1649487,1650724
197324,299191
747314,747320
1300451,1516941
183922,267665
28473,28511
94819,94861
1654709,1654787
2520052,3839644
601729,1063574
451703,2435730
328970,461733
1935749,2473229
96544,597652
220384,247554
1053205,1053230
4298419,4779919
94653,372315
1661896,3023373
1599682,2710300
1654563,2457839
4049233,4049235
11717,134890
1116008,3850718
180708,2887622
135729,1902228
148608,414364
118432,838737
234038,466879
540100,967411
44055,888035
1126176,1207696
38594,2711331
62989,1109502
92090,101217
5456,162839
40204,704135
108003,610093
1476907,2469570
66439,2779673
715588,2159217
163523,2931384
105474,571640
64447,874501
67071,69975
497495,497497
161727,474895
345206,2293644
16380,278124
2064405,2064414
704455,722737
39295,1039515
4294847,4417659
4791530,4791531
9004,2631838
751852,1217771
568229,621466
181745,181758
112335,372437
633883,633935
76263,82286
1650104,1650175
131218,2875763
155737,1118879
2457607,2457750
1570625,3303008
704025,1165913
479202,2218720
755411,887303
689227,1527160
282435,282454
708051,1262929
657091,1203819
133470,202037
587209,873195
2347548,4391091
3459301,3474768
4206749,4206768
764815,922618
553076,694787
182110,202176
1491673,1619073
388375,3243155
1981246,2290694
3934065,4730321
656510,910669
567365,1025864
73987,195099
210571,386238
87117,1343127
176632,404664
638719,3098509
193207,742690
19149,56201
92308,204818
1187311,3895067
40749,344203
729135,1615449
329020,2188613
225765,1721335
722138,2217440
559397,1050299
1798413,3020565
4621166,4818303
18367,83442
1228559,2535935
810802,2587785
106918,615862
465385,652756
1332803,3900915
537813,662529
152880,2483735
137014,266651
1511388,2252431
1655043,1655060
496766,1160501
95260,630094
1936731,2226886
1795513,3296505
1083641,1275287
44766,2726127
354956,3199033
710829,3080703
399836,410624
209152,877637
174014,583024
206812,644136
3655312,4689215
92982,107499
95985,556088
31823,31880
66870,308705
590662,3206651
75377,835709
224625,238727
1258012,2464924
2908937,2908949
885088,1534374
2370856,4398435
1649523,1649562
708484,874719
1260682,2695053
237533,2332705
16550,16576
1650179,1650265
173942,2058243
4079202,4102341
231221,238171
31515,1082499
243071,2919469
1985418,2631529
138035,1472345
559477,1049037
272021,3061977
1877060,1891730
542470,706586
957927,1591539
1167586,1972449
96935,847105
91819,370525
21465,2669738
838656,4162422
333370,1221350
2446301,2446348
1876484,2365379
603741,2378430
1984262,3849881
632971,633030
600041,1854329
211852,282188
649176,1457821
48045,86175
800910,2026006
1318756,1537008
151770,1819738
70050,1014789
564526,1052697
3146,2462650
361075,3206639
469152,1298979
2832542,4107011
887134,2470839
10009,606313
1791962,4204012
632853,3280455
64796,796334
101995,102511
330536,332592
87476,693614
514646,624276
49943,925866
561626,563524
68862,83990
3276412,3276413
1086868,3830911
325358,485974
2189893,3053343
51341,302073
1650048,3280500
1435329,2734381
653718,860332
520089,689906
49652,1607453
3229470,3776319
210859,4084404
63048,2140122
1950916,1965211
1659353,4142159
101988,607492
951725,2204988
459430,1373299
2631765,2631795
285789,792945
3236659,3657493
297669,728199
247164,1274722
568998,616186
374136,1481872
1509890,1752861
2329030,2329033
1054173,1368430
2222518,3529030
1733942,2079407
370794,567798
632310,632578
741924,968630
867863,1562725
382163,382165
701787,701828
39651,263106
659706,1527704
132569,747016
228970,1413718
2272978,3094706
1148562,1148565
31525,31724
99828,253416
132114,178996
273224,1157439
134389,325186
112716,631670
761753,1688865
1646998,3522939
539014,539590
3233888,3233890
1917036,1917152
817972,1927253
1657250,4140889
62676,431970
233779,637191
97385,569610
1403677,1945828
1619106,2061979
290069,304303
105852,566966
1199986,1947185
136601,550778
2610549,2808127
435112,1649740
143965,234946
2446661,4413854
3655139,3655145
209039,2527509
229237,573933
3276587,3276617
316859,2225384
311128,1429820
91388,1020144
1488168,2074678
43431,838486
137485,571948
834323,1712465
98156,114086
133436,2212075
478729,878283
1441670,1557251
205219,607377
2603762,3517560
33762,968719
2650280,2701585
52358,636091
1077092,2178227
146290,201955
237876,3111173
1277211,1277213
130392,794637
2532419,3339180
780246,2071002
638424,1312743
1126447,2294053
946746,1912773
1050396,2111940
151862,1940133
96953,604894
10028,110363
15234,658882
2500220,2501788
1399231,3391331
3426359,3426400
365119,464748
1491147,1499620
382558,1700966
95723,1027563
431314,1469626
260439,444652
7620,196949
2045317,2207518
1025888,1031648
178955,183057
3225323,3225344
1269718,1825844
996266,1308804
539883,1267506
1609388,1649817
154511,1141834
3298,1151989
4509,637880
244681,940861
303791,1164545
287368,525986
2504244,2907981
91341,1021575
1533148,4086821
1018705,3798828
132929,301142
852608,852616
514758,2455930
76375,1093025
1880311,3496298
1080419,1747193
646034,1632575
290715,636905
2488139,4425963
310803,529218
284539,284603
133857,1735682
277557,277576
2564891,2675934
571930,1034775
187257,2958304
255121,2379134
595133,2496526
198722,739833
167004,1779045
530542,1070079
585881,4841757
137612,1548502
87612,125002
1424371,2072965
139427,161447
132067,226392
87,1973346
249367,1483281
544407,3428783
4442953,4681643
572575,2371880
160348,216153
266479,1839778
69704,249057
98479,605543
570481,618986
109157,597251
2457385,3225293
1288598,1988356
1343659,3192528
217222,1428171
18793,1833791
952694,1211757
85467,1006640
113924,864464
2205774,3413935
512809,614259
103853,357992
2568350,2791584
152404,285145
61808,290318
206275,562495
10522,505365
1141430,1385922
297010,968451
100497,100498
80270,136560
248766,657539
799153,892457
671447,671452
569829,599243
1999452,3442649
296008,903876
73488,848075
780967,2807061
98709,1453104
208820,1785077
820553,1108669
3089609,4203340
2565146,2808856
3520382,4378393
182896,1352762
146440,1122265
279331,771501
455738,1287069
375432,1172209
1164541,3882104
190322,246115
366629,1894062
1431592,1431594
468590,491496
1323612,1323671
15499,1379934
2037570,3290412
2556045,2557875
1453,2603868
1414590,4019952
532160,691706
2969613,2969615
1107143,2750001
640394,661762
2855114,3388597
1223458,1343027
3405486,3947701
113106,1858746
2932997,3603458
91809,91810
583911,590267
143508,489610
1398990,3300570
2760995,2793966
1653359,1655314
567289,1033363
42080,877628
809610,809613
594728,3465309
827885,836550
979077,1971133
109873,564298
1886625,2515737
976002,2712213
96041,103478
1463553,2457358
307191,350149
439774,1375534
916053,3060570
26164,664726
60843,179212
1672594,2636408
2069975,2542971
583328,583355
612065,1037891
62266,536973
1746354,4182186
294763,369030
3433309,3433333
102174,102750
205530,1024964
219897,1867405
167497,2413918
1676916,1676963
557264,1041809
881175,1210298
1141628,1340141
25401,2098756
471847,1210201
277646,1320193
164429,512769
1637347,2271164
720373,720375
1933249,2341207
243999,350658
11756,251291
109048,1064041
87591,461487
144805,235584
623250,1061603
1812768,2052972
100294,1026517
816915,1855197
753204,3364218
145600,1306487
114957,1045542
308713,633933
1679576,1679588
2505149,2505150
238065,2869528
3380381,4644373
446087,2735420
643186,661818
448852,606505
235595,365878
729059,3572399
1856693,2406528
513302,3391964
263765,915448
664846,767730
179031,808458
23585,144286
765571,3504372
468941,852207
151057,306714
57908,57932
4224093,4224095
237063,244867
202931,2334823
708018,1167406
1792136,2947622
1644542,1649285
652197,941932
97637,2124822
13995,506475
1027745,1050675
106479,1051125
876357,2340975
1399833,2130019
1179102,1180453
47034,47105
871952,930332
210112,824595
196589,196604
22511,43596
512838,619977
115132,1049966
665595,856610
782746,1676479
768459,893947
91787,817270
1272493,1272512
1543366,1744757
81708,663825
2940212,4302708
416045,923531
2745248,2994444
242145,242167
277580,827371
468232,541511
1362152,1374285
1181536,2048726
1223185,1990028
191181,518539
32753,78476
235080,330210
1416569,4020945
98911,629606
189497,1090744
565906,603577
279973,999670
102127,102611
50909,368941
1052682,2093038
1621529,3283280
108690,2390719
93162,96144
350154,2005347
275663,736815
36812,179860
3289437,4345475
1333824,2769608
455148,3316365
975571,2743658
131313,276392
14885,1815260
974945,1954469
1910606,2494585
108676,1853540
24610,288332
757252,1227547
1811185,2457641
15056,2652370
1583365,4110892
46642,1741478
4378288,4378454
370583,610313
2736105,3079489
1640463,1640465
55571,2753366
144293,179339
1431854,1811421
2723757,4498456
376166,829591
1650169,1650584
55272,55352
309320,455833
600187,1037675
302051,427932
774520,1472373
379338,1131939
1182179,1183943
318257,822996
1347603,1347668
1124499,1481080
219943,2007513
573695,579691
1051388,1942790
212843,364619
2498912,2885608
136574,250577
2565134,2565258
265053,411624
1404179,2092294
526204,1581602
91372,903749
480953,482627
19550,237157
1065081,3483062
601218,1366210
139586,2458920
146178,2467310
419533,835110
529920,542095
3835293,3980046
48091,48195
1155809,1155826
488209,1202974
1720154,1818120
178870,250614
47047,1598312
536043,690315
261776,541916
1149803,1585801
178093,185180
2636370,2636465
2178339,4341071
920933,1614161
574319,574371
140351,269619
1115548,3225365
1703327,2355021
127688,1967579
262578,707299
648339,1118962
844766,844780
41405,58326
1875374,2460507
1106909,2226821
1484584,1532059
557751,598565
56607,86833
295097,1669401
67211,1490217
922947,1101603
104542,556964
111253,602806
1034513,1041695
911503,1062040
3498619,3498636
961979,1251804
1569094,2147829
64647,331649
808776,876124
3401121,4641668
307112,633818
1373774,3492879
600831,1045126
1170821,1946760
91902,2325588
518986,3399393
1536171,1658461
328226,822697
33135,45247
523495,523774
36685,94932
1766904,4193529
105410,718114
1137435,3046099
370790,608503
181502,790138
181543,1822502
1794462,2071894
98279,105523
481623,1075592
1114,374653
228547,228603
4788138,4788139
561334,1849838
533186,782245
845310,992593
995563,2533829
344776,1867826
4443,317013
1151591,1424505
71947,437916
94246,100365
772289,898038
1289448,1289455
915455,1379895
81400,2807192
158320,487806
358181,358183
2226863,2644832
2182751,2725145
1062700,1371026
838503,1205167
641397,1173207
91174,151261
108931,1402498
154973,541062
885357,1562169
993641,2551817
2592719,3187033
1394563,4012058
772,124651
2468919,4040323
10021,36735
458190,1498962
79648,936589
284867,412513
138174,272872
2347075,4381270
695400,2037817
1744159,3334820
717983,718088
2345438,3070390
96436,113845
712085,1558349
1380152,2819391
217734,1015339
1020011,1869689
1745341,1745342
557411,569357
66909,863036
207142,881011
1026338,1057248
324448,1464641
243779,423511
1445278,3193485
1267528,1548644
454717,462401
118778,199144
133468,1174354
511056,596267
342670,343426
1589862,1678977
2090021,2302412
155655,202390
411003,802628
313696,3143665
97068,1786832
82036,1968058
1559107,1639962
649301,941872
4394,477748
276312,722182
1410114,1890020
48656,124226
2225764,2359174
738255,782003
178389,1720780
524833,1260818
113444,601709
137536,143864
75290,1219602
1082027,1082081
1473455,2035549
1030784,1373241
1191817,3843383
715370,791730
560222,1854207
901646,1214725
888963,1026912
113399,1336155
1761667,2144170
244599,1193581
59063,340309
114026,627331
182304,721316
279465,325890
935858,1509319
232982,1103746
198310,198348
5370,17771
82243,1459034
776185,1797947
2505859,2621412
724362,935632
92392,567987
218304,1102633
3956191,4733526
25219,2679904
593661,2147289
4531290,4807987
185349,1383557
246961,846343
683276,1234018
1896435,1896439
5071,489460
1439450,1603828
102385,114803
385117,1320592
431143,940676
246146,252071
2705640,3233658
30568,955022
2015861,4286605
203123,704272
600197,697479
144912,816406
2859578,3075982
679562,2032238
820596,1371532
37356,610362
1034150,1900214
647192,657622
1085977,1753756
32241,286388
244095,1575608
241239,1024610
30762,975072
1792414,1792479
552526,3279214
209573,343913
598466,2129449
162656,4283685
631256,1363002
1510265,1991578
3873,3907
1678981,1680099
2700300,2852814
19243,34812
1247806,1298571
1529842,3716967
1088270,2263162
157705,444201
1141456,2110087
109375,602123
1628650,3705317
3754392,4388646
799966,1440202
4387821,4387876
3232319,4547636
2097585,3545145
441397,947118
12793,1385830
602391,617398
1393569,2617885
1480456,2308398
816634,1892373
98319,618032
43833,1431912
739520,768306
92740,372042
100318,112539
840814,3667514
100942,565025
